Retailer,Retailer ID,Invoice Date,Region,State,City,Product, Price per Unit ,Units Sold,Total Sales,Operating Profit,Sales Method
West Gear,1197831,06-07-2021,West,Idaho,Boise,Women's Street Footwear,34,278,945.2,396.98,Outlet
West Gear,1197831,06-07-2021,West,Idaho,Boise,Women's Athletic Footwear,38,158,600.4,318.21,Outlet
West Gear,1197831,06-07-2021,West,Idaho,Boise,Men's Apparel,43,173,743.9,297.56,Outlet
Foot Locker,1197831,06-07-2021,West,Idaho,Boise,Women's Apparel,51,264,1346.4,794.38,Outlet
Foot Locker,1197831,08-08-2021,West,Idaho,Boise,Men's Street Footwear,38,233,885.4,371.87,Outlet
Foot Locker,1197831,08-08-2021,West,Idaho,Boise,Men's Athletic Footwear,37,255,943.5,405.71,Outlet
Foot Locker,1197831,08-08-2021,West,Idaho,Boise,Women's Street Footwear,39,305,1189.5,511.49,Outlet
Foot Locker,1197831,08-08-2021,West,Idaho,Boise,Women's Athletic Footwear,33,162,534.6,294.03,Outlet
Sports Direct,1197831,08-08-2021,West,Idaho,Boise,Men's Apparel,39,166,647.4,271.91,Outlet
Sports Direct,1197831,08-08-2021,West,Idaho,Boise,Women's Apparel,44,239,1051.6,641.48,Outlet
Sports Direct,1197831,05-09-2021,West,Idaho,Boise,Men's Street Footwear,41,230,943,433.78,Outlet
Sports Direct,1197831,05-09-2021,West,Idaho,Boise,Men's Athletic Footwear,38,219,832.2,357.85,Outlet
Sports Direct,1197831,05-09-2021,West,Idaho,Boise,Women's Street Footwear,43,203,872.9,392.81,Outlet
Sports Direct,1197831,05-09-2021,West,Idaho,Boise,Women's Athletic Footwear,40,136,544,299.2,Outlet
Sports Direct,1197831,05-09-2021,West,Idaho,Boise,Men's Apparel,42,140,588,241.08,Outlet
Sports Direct,1197831,05-09-2021,West,Idaho,Boise,Women's Apparel,36,200,720,417.6,Outlet
Sports Direct,1197831,04-10-2021,West,Idaho,Boise,Men's Street Footwear,30,201,603,277.38,Outlet
Sports Direct,1197831,04-10-2021,West,Idaho,Boise,Men's Athletic Footwear,27,190,513,220.59,Outlet
Sports Direct,1197831,04-10-2021,West,Idaho,Boise,Women's Street Footwear,31,179,554.9,233.06,Outlet
Sports Direct,1197831,04-10-2021,West,Idaho,Boise,Women's Athletic Footwear,35,116,406,215.18,Outlet
Sports Direct,1197831,04-10-2021,West,Idaho,Boise,Men's Apparel,25,123,307.5,119.93,Outlet
Sports Direct,1197831,04-10-2021,West,Idaho,Boise,Women's Apparel,34,179,608.6,359.07,Outlet
Sports Direct,1197831,05-11-2021,West,Idaho,Boise,Men's Street Footwear,27,203,548.1,252.13,Outlet
Sports Direct,1197831,05-11-2021,West,Idaho,Boise,Men's Athletic Footwear,28,223,624.4,268.49,Outlet
Sports Direct,1197831,05-11-2021,West,Idaho,Boise,Women's Street Footwear,42,210,882,370.44,Outlet
Sports Direct,1197831,05-11-2021,West,Idaho,Boise,Women's Athletic Footwear,43,158,679.4,353.29,Outlet
Sports Direct,1197831,05-11-2021,West,Idaho,Boise,Men's Apparel,41,149,610.9,232.14,Outlet
Sports Direct,1197831,05-11-2021,West,Idaho,Boise,Women's Apparel,51,194,989.4,583.75,Outlet
Foot Locker,1197831,04-12-2021,West,Idaho,Boise,Men's Street Footwear,40,240,960,432,Outlet
Foot Locker,1197831,04-12-2021,West,Idaho,Boise,Men's Athletic Footwear,41,240,984,452.64,Outlet
Foot Locker,1197831,04-12-2021,West,Idaho,Boise,Women's Street Footwear,47,223,1048.1,461.16,Outlet
Foot Locker,1197831,04-12-2021,West,Idaho,Boise,Women's Athletic Footwear,44,184,809.6,420.99,Outlet
Foot Locker,1197831,04-12-2021,West,Idaho,Boise,Men's Apparel,43,147,632.1,259.16,Outlet
Foot Locker,1197831,04-12-2021,West,Idaho,Boise,Women's Apparel,47,232,1090.4,665.14,Outlet
Foot Locker,1128299,23-01-2021,West,Idaho,Boise,Men's Street Footwear,23,136,312.8,125.12,Outlet
Foot Locker,1128299,23-01-2021,West,Idaho,Boise,Men's Athletic Footwear,30,140,420,180.6,Outlet
Foot Locker,1128299,23-01-2021,West,Idaho,Boise,Women's Street Footwear,31,145,449.5,175.31,Outlet
Foot Locker,1128299,23-01-2021,West,Idaho,Boise,Women's Athletic Footwear,30,88,264,97.68,Outlet
Foot Locker,1128299,23-01-2021,West,Idaho,Boise,Men's Apparel,35,68,238,80.92,Outlet
Foot Locker,1128299,23-01-2021,West,Idaho,Boise,Women's Apparel,27,140,378,102.06,Outlet
Foot Locker,1128299,23-02-2021,West,Idaho,Boise,Men's Street Footwear,21,162,340.2,125.87,Outlet
Foot Locker,1128299,23-02-2021,West,Idaho,Boise,Men's Athletic Footwear,28,128,358.4,154.11,Outlet
Foot Locker,1128299,23-02-2021,West,Idaho,Boise,Women's Street Footwear,28,124,347.2,145.82,Outlet
Foot Locker,1128299,23-02-2021,West,Arizona,Phoenix,Women's Athletic Footwear,26,68,176.8,74.26,Outlet
Foot Locker,1128299,23-02-2021,West,Arizona,Phoenix,Men's Apparel,36,51,183.6,67.93,Outlet
Foot Locker,1128299,23-02-2021,West,Arizona,Phoenix,Women's Apparel,31,116,359.6,97.09,Outlet
Foot Locker,1128299,22-03-2021,West,Arizona,Phoenix,Men's Street Footwear,29,160,464,185.6,Outlet
Foot Locker,1128299,22-03-2021,West,Arizona,Phoenix,Men's Athletic Footwear,38,116,440.8,193.95,Outlet
Foot Locker,1128299,22-03-2021,West,Arizona,Phoenix,Women's Street Footwear,37,119,440.3,180.52,Outlet
Foot Locker,1128299,22-03-2021,West,Arizona,Phoenix,Women's Athletic Footwear,38,68,258.4,95.61,Outlet
Foot Locker,1128299,22-03-2021,West,Arizona,Phoenix,Men's Apparel,41,39,159.9,51.17,Outlet
Foot Locker,1128299,22-03-2021,West,Arizona,Phoenix,Women's Apparel,37,107,395.9,106.89,Outlet
Foot Locker,1128299,23-04-2021,West,Arizona,Phoenix,Men's Street Footwear,40,175,700,266,Outlet
Foot Locker,1128299,23-04-2021,West,Arizona,Phoenix,Men's Athletic Footwear,37,90,333,146.52,Outlet
Foot Locker,1128299,23-04-2021,West,Arizona,Phoenix,Women's Street Footwear,42,123,516.6,191.14,Outlet
Foot Locker,1128299,23-04-2021,West,Arizona,Phoenix,Women's Athletic Footwear,40,78,312,124.8,Outlet
Foot Locker,1128299,23-04-2021,West,Arizona,Phoenix,Men's Apparel,43,47,202.1,68.71,Outlet
Foot Locker,1128299,23-04-2021,West,Arizona,Phoenix,Women's Apparel,49,111,543.9,163.17,Outlet
Foot Locker,1128299,24-05-2021,West,Arizona,Phoenix,Men's Street Footwear,38,184,699.2,265.7,Outlet
Foot Locker,1128299,24-05-2021,West,Arizona,Phoenix,Men's Athletic Footwear,36,116,417.6,175.39,Outlet
Foot Locker,1128299,24-05-2021,West,Arizona,Phoenix,Women's Street Footwear,41,132,541.2,205.66,Outlet
Foot Locker,1128299,24-05-2021,West,Arizona,Phoenix,Women's Athletic Footwear,39,93,362.7,134.2,Outlet
Foot Locker,1128299,24-05-2021,West,Arizona,Phoenix,Men's Apparel,39,62,241.8,79.79,Outlet
Foot Locker,1128299,24-05-2021,West,Arizona,Phoenix,Women's Apparel,53,124,657.2,190.59,Outlet
Foot Locker,1128299,23-06-2021,West,Arizona,Phoenix,Men's Street Footwear,37,194,717.8,279.94,Outlet
Foot Locker,1128299,23-06-2021,West,Arizona,Phoenix,Men's Athletic Footwear,36,143,514.8,216.22,Outlet
Foot Locker,1128299,23-06-2021,West,Arizona,Phoenix,Women's Street Footwear,41,147,602.7,229.03,Outlet
Foot Locker,1128299,23-06-2021,West,Arizona,Phoenix,Women's Athletic Footwear,38,105,399,159.6,Outlet
Foot Locker,1128299,23-06-2021,West,Arizona,Phoenix,Men's Apparel,43,72,309.6,105.26,Outlet
Foot Locker,1128299,23-06-2021,West,Arizona,Phoenix,Women's Apparel,46,158,726.8,225.31,Outlet
Foot Locker,1128299,22-07-2021,West,Arizona,Phoenix,Men's Street Footwear,40,216,864,319.68,Outlet
Foot Locker,1128299,22-07-2021,West,Arizona,Phoenix,Men's Athletic Footwear,40,163,652,299.92,Outlet
Foot Locker,1128299,22-07-2021,West,Arizona,Phoenix,Women's Street Footwear,39,157,612.3,238.8,Outlet
Foot Locker,1128299,22-07-2021,West,Arizona,Phoenix,Women's Athletic Footwear,36,113,406.8,154.58,Outlet
Foot Locker,1128299,22-07-2021,West,Arizona,Phoenix,Men's Apparel,40,145,580,214.6,Outlet
Foot Locker,1128299,22-07-2021,West,Arizona,Phoenix,Women's Apparel,46,145,667,200.1,Outlet
Foot Locker,1128299,23-08-2021,West,Arizona,Phoenix,Men's Street Footwear,41,194,795.4,318.16,Outlet
Foot Locker,1128299,23-08-2021,West,Arizona,Phoenix,Men's Athletic Footwear,46,190,874,367.08,Outlet
Foot Locker,1128299,23-08-2021,West,Arizona,Phoenix,Women's Street Footwear,37,153,566.1,232.1,Outlet
Foot Locker,1128299,23-08-2021,West,Arizona,Phoenix,Women's Athletic Footwear,43,120,516,216.72,Outlet
Foot Locker,1128299,23-08-2021,West,Arizona,Phoenix,Men's Apparel,45,136,612,226.44,Outlet
Foot Locker,1128299,23-08-2021,West,Arizona,Phoenix,Women's Apparel,48,131,628.8,176.06,Outlet
Foot Locker,1128299,24-09-2021,West,Arizona,Phoenix,Men's Street Footwear,35,184,644,270.48,Outlet
Foot Locker,1128299,24-09-2021,West,Arizona,Phoenix,Men's Athletic Footwear,34,201,683.4,321.2,Outlet
Foot Locker,1128299,24-09-2021,West,Arizona,Phoenix,Women's Street Footwear,34,145,493,182.41,Outlet
Foot Locker,1128299,24-09-2021,West,Arizona,Phoenix,Women's Athletic Footwear,33,124,409.2,151.4,Outlet
Foot Locker,1128299,24-09-2021,West,Arizona,Phoenix,Men's Apparel,41,128,524.8,173.18,Outlet
Foot Locker,1128299,24-09-2021,West,Arizona,Phoenix,Women's Apparel,43,132,567.6,181.63,Outlet
Foot Locker,1128299,23-10-2021,West,Arizona,Phoenix,Men's Street Footwear,36,170,612,257.04,Outlet
Foot Locker,1128299,23-10-2021,West,Arizona,Phoenix,Men's Athletic Footwear,33,175,577.5,242.55,Outlet
Foot Locker,1128299,23-10-2021,West,Arizona,Phoenix,Women's Street Footwear,31,111,344.1,127.32,Outlet
Foot Locker,1128299,23-10-2021,West,Arizona,Phoenix,Women's Athletic Footwear,32,102,326.4,127.3,Outlet
Foot Locker,1128299,23-10-2021,West,Arizona,Phoenix,Men's Apparel,44,88,387.2,143.26,Outlet
Foot Locker,1128299,23-10-2021,West,Arizona,Phoenix,Women's Apparel,47,107,502.9,145.84,Outlet
Foot Locker,1128299,23-11-2021,West,Arizona,Phoenix,Men's Street Footwear,31,150,465,176.7,Outlet
Foot Locker,1128299,23-11-2021,West,Arizona,Phoenix,Men's Athletic Footwear,38,163,619.4,291.12,Outlet
Foot Locker,1128299,23-11-2021,West,Arizona,Phoenix,Women's Street Footwear,33,124,409.2,159.59,Outlet
Foot Locker,1128299,23-11-2021,West,Arizona,Phoenix,Women's Athletic Footwear,33,116,382.8,160.78,Outlet
Foot Locker,1128299,23-11-2021,West,Arizona,Phoenix,Men's Apparel,44,99,435.6,156.82,Outlet
Foot Locker,1128299,23-11-2021,West,Arizona,Phoenix,Women's Apparel,39,140,546,152.88,Outlet
Foot Locker,1128299,22-12-2021,West,Arizona,Phoenix,Men's Street Footwear,35,194,679,271.6,Outlet
Foot Locker,1128299,22-12-2021,West,Arizona,Phoenix,Men's Athletic Footwear,33,213,702.9,323.33,Outlet
Kohl's,1128299,22-12-2021,West,Arizona,Phoenix,Women's Street Footwear,35,136,476,195.16,Outlet
Kohl's,1128299,22-12-2021,West,Arizona,Phoenix,Women's Athletic Footwear,32,128,409.6,167.94,Outlet
Kohl's,1128299,22-12-2021,West,Arizona,Phoenix,Men's Apparel,42,109,457.8,155.65,Outlet
Kohl's,1128299,22-12-2021,West,Arizona,Phoenix,Women's Apparel,43,135,580.5,162.54,Outlet
Kohl's,1128299,26-01-2021,West,Arizona,Phoenix,Men's Street Footwear,27,152,410.4,168.26,Outlet
Kohl's,1128299,26-01-2021,West,Arizona,Phoenix,Men's Athletic Footwear,30,147,441,207.27,Outlet
Kohl's,1128299,26-01-2021,West,Arizona,Phoenix,Women's Street Footwear,32,157,502.4,195.94,Outlet
Kohl's,1128299,26-01-2021,West,Arizona,Phoenix,Women's Athletic Footwear,30,101,303,115.14,Outlet
Kohl's,1128299,26-01-2021,West,Arizona,Phoenix,Men's Apparel,33,94,310.2,114.77,Outlet
Kohl's,1128299,26-01-2021,West,Arizona,Phoenix,Women's Apparel,36,166,597.6,161.35,Outlet
Kohl's,1128299,26-02-2021,West,Arizona,Phoenix,Men's Street Footwear,27,173,467.1,186.84,Outlet
Kohl's,1128299,26-02-2021,West,Arizona,Phoenix,Men's Athletic Footwear,36,136,489.6,230.11,Outlet
Kohl's,1128299,26-02-2021,West,Arizona,Phoenix,Women's Street Footwear,35,132,462,184.8,Outlet
Kohl's,1128299,26-02-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,29,91,263.9,97.64,Outlet
Kohl's,1128299,26-02-2021,West,New Mexico,Albuquerque,Men's Apparel,34,62,210.8,67.46,Outlet
Kohl's,1128299,26-02-2021,West,New Mexico,Albuquerque,Women's Apparel,35,140,490,137.2,Outlet
Kohl's,1128299,25-03-2021,West,New Mexico,Albuquerque,Men's Street Footwear,30,187,561,230.01,Outlet
Kohl's,1128299,25-03-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,36,136,489.6,220.32,Outlet
Kohl's,1128299,25-03-2021,West,New Mexico,Albuquerque,Women's Street Footwear,44,124,545.6,207.33,Outlet
Kohl's,1128299,25-03-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,37,88,325.6,126.98,Outlet
Kohl's,1128299,25-03-2021,West,New Mexico,Albuquerque,Men's Apparel,41,53,217.3,69.54,Outlet
Kohl's,1128299,25-03-2021,West,New Mexico,Albuquerque,Women's Apparel,44,131,576.4,178.68,Outlet
Kohl's,1128299,26-04-2021,West,New Mexico,Albuquerque,Men's Street Footwear,41,165,676.5,284.13,Outlet
Kohl's,1128299,26-04-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,43,109,468.7,215.6,Outlet
Kohl's,1128299,26-04-2021,West,New Mexico,Albuquerque,Women's Street Footwear,44,140,616,258.72,Outlet
Kohl's,1128299,26-04-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,37,96,355.2,138.53,Outlet
Kohl's,1128299,26-04-2021,West,New Mexico,Albuquerque,Men's Apparel,46,60,276,96.6,Outlet
Kohl's,1128299,26-04-2021,West,New Mexico,Albuquerque,Women's Apparel,56,116,649.6,181.89,Outlet
Kohl's,1128299,27-05-2021,West,New Mexico,Albuquerque,Men's Street Footwear,43,184,791.2,324.39,Outlet
Kohl's,1128299,27-05-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,46,136,625.6,262.75,Outlet
Kohl's,1128299,27-05-2021,West,New Mexico,Albuquerque,Women's Street Footwear,46,135,621,254.61,Outlet
Kohl's,1128299,27-05-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,43,109,468.7,192.17,Outlet
Kohl's,1128299,27-05-2021,West,New Mexico,Albuquerque,Men's Apparel,45,78,351,122.85,Outlet
Kohl's,1128299,27-05-2021,West,New Mexico,Albuquerque,Women's Apparel,56,132,739.2,214.37,Outlet
Kohl's,1128299,26-06-2021,West,New Mexico,Albuquerque,Men's Street Footwear,37,224,828.8,323.23,Outlet
Kohl's,1128299,26-06-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,47,187,878.9,377.93,Outlet
Kohl's,1128299,26-06-2021,West,New Mexico,Albuquerque,Women's Street Footwear,41,193,791.3,316.52,Outlet
Kohl's,1128299,26-06-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,37,128,473.6,189.44,Outlet
Kohl's,1128299,26-06-2021,West,New Mexico,Albuquerque,Men's Apparel,44,93,409.2,143.22,Outlet
Kohl's,1128299,26-06-2021,West,New Mexico,Albuquerque,Women's Apparel,50,192,960,268.8,Outlet
Kohl's,1128299,25-07-2021,West,New Mexico,Albuquerque,Men's Street Footwear,41,248,1016.8,396.55,Outlet
Kohl's,1128299,25-07-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,45,210,945,406.35,Outlet
Kohl's,1128299,25-07-2021,West,New Mexico,Albuquerque,Women's Street Footwear,39,171,666.9,246.75,Outlet
Kohl's,1128299,25-07-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,39,149,581.1,244.06,Outlet
Kohl's,1128299,25-07-2021,West,New Mexico,Albuquerque,Men's Apparel,40,160,640,204.8,Outlet
Kohl's,1128299,25-07-2021,West,New Mexico,Albuquerque,Women's Apparel,49,160,784,250.88,Outlet
Kohl's,1128299,26-08-2021,West,New Mexico,Albuquerque,Men's Street Footwear,40,224,896,331.52,Outlet
Kohl's,1128299,26-08-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,44,208,915.2,402.69,Outlet
Kohl's,1128299,26-08-2021,West,New Mexico,Albuquerque,Women's Street Footwear,46,163,749.8,299.92,Outlet
Kohl's,1128299,26-08-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,46,152,699.2,258.7,Outlet
Kohl's,1128299,26-08-2021,West,New Mexico,Albuquerque,Men's Apparel,48,162,777.6,264.38,Outlet
Kohl's,1128299,26-08-2021,West,New Mexico,Albuquerque,Women's Apparel,50,153,765,244.8,Outlet
Kohl's,1128299,27-09-2021,West,New Mexico,Albuquerque,Men's Street Footwear,37,206,762.2,320.12,Outlet
Kohl's,1128299,27-09-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,39,188,733.2,337.27,Outlet
Kohl's,1128299,27-09-2021,West,New Mexico,Albuquerque,Women's Street Footwear,39,147,573.3,240.79,Outlet
Kohl's,1128299,27-09-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,37,145,536.5,219.97,Outlet
Kohl's,1128299,27-09-2021,West,New Mexico,Albuquerque,Men's Apparel,40,145,580,203,Outlet
Kohl's,1128299,27-09-2021,West,New Mexico,Albuquerque,Women's Apparel,48,157,753.6,226.08,Outlet
Kohl's,1128299,26-10-2021,West,New Mexico,Albuquerque,Men's Street Footwear,35,171,598.5,221.45,Outlet
Kohl's,1128299,26-10-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,38,182,691.6,297.39,Outlet
Kohl's,1128299,26-10-2021,West,New Mexico,Albuquerque,Women's Street Footwear,34,120,408,163.2,Outlet
Kohl's,1128299,26-10-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,35,112,392,164.64,Outlet
Kohl's,1128299,26-10-2021,West,New Mexico,Albuquerque,Men's Apparel,41,114,467.4,154.24,Outlet
Kohl's,1128299,26-10-2021,West,New Mexico,Albuquerque,Women's Apparel,57,131,746.7,231.48,Outlet
Kohl's,1128299,26-11-2021,West,New Mexico,Albuquerque,Men's Street Footwear,47,176,827.2,339.15,Outlet
Kohl's,1128299,26-11-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,44,180,792,340.56,Outlet
Kohl's,1128299,26-11-2021,West,New Mexico,Albuquerque,Women's Street Footwear,46,149,685.4,253.6,Outlet
Kohl's,1128299,26-11-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,40,136,544,223.04,Outlet
Kohl's,1128299,26-11-2021,West,New Mexico,Albuquerque,Men's Apparel,54,131,707.4,261.74,Outlet
Kohl's,1128299,26-11-2021,West,New Mexico,Albuquerque,Women's Apparel,56,170,952,285.6,Outlet
Kohl's,1128299,25-12-2021,West,New Mexico,Albuquerque,Men's Street Footwear,44,238,1047.2,439.82,Outlet
Kohl's,1128299,25-12-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,47,217,1019.9,479.35,Outlet
Sports Direct,1128299,25-12-2021,West,New Mexico,Albuquerque,Women's Street Footwear,44,150,660,270.6,Outlet
Sports Direct,1128299,25-12-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,45,160,720,288,Outlet
Sports Direct,1128299,25-12-2021,West,New Mexico,Albuquerque,Men's Apparel,55,128,704,232.32,Outlet
Sports Direct,1128299,25-12-2021,West,New Mexico,Albuquerque,Women's Apparel,56,173,968.8,261.58,Outlet
Sports Direct,1128299,13-01-2021,West,New Mexico,Albuquerque,Men's Street Footwear,24,149,357.6,164.5,Outlet
Sports Direct,1128299,13-01-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,27,140,378,177.66,Outlet
Sports Direct,1128299,13-01-2021,West,New Mexico,Albuquerque,Women's Street Footwear,32,140,448,188.16,Outlet
Sports Direct,1128299,13-01-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,28,99,277.2,116.42,Outlet
Sports Direct,1128299,13-01-2021,West,New Mexico,Albuquerque,Men's Apparel,35,75,262.5,105,Outlet
Sports Direct,1128299,13-01-2021,West,New Mexico,Albuquerque,Women's Apparel,28,140,392,125.44,Outlet
Sports Direct,1128299,13-02-2021,West,New Mexico,Albuquerque,Men's Street Footwear,23,150,345,148.35,Outlet
Sports Direct,1128299,13-02-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,27,124,334.8,154.01,Outlet
Sports Direct,1128299,13-02-2021,West,New Mexico,Albuquerque,Women's Street Footwear,28,120,336,137.76,Outlet
Sports Direct,1128299,13-02-2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,30,80,240,105.6,Outlet
Sports Direct,1128299,13-02-2021,Southeast,Georgia,Atlanta,Men's Apparel,34,60,204,79.56,Outlet
Sports Direct,1128299,13-02-2021,Southeast,Georgia,Atlanta,Women's Apparel,28,131,366.8,106.37,Outlet
Sports Direct,1128299,12-03-2021,Southeast,Georgia,Atlanta,Men's Street Footwear,30,163,489,210.27,Outlet
Sports Direct,1128299,12-03-2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,37,113,418.1,183.96,Outlet
Sports Direct,1128299,12-03-2021,Southeast,Georgia,Atlanta,Women's Street Footwear,39,124,483.6,183.77,Outlet
Sports Direct,1128299,12-03-2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,38,78,296.4,133.38,Outlet
Sports Direct,1128299,12-03-2021,Southeast,Georgia,Atlanta,Men's Apparel,41,45,184.5,75.65,Outlet
Sports Direct,1128299,12-03-2021,Southeast,Georgia,Atlanta,Women's Apparel,40,112,448,129.92,Outlet
Sports Direct,1128299,13-04-2021,Southeast,Georgia,Atlanta,Men's Street Footwear,37,179,662.3,284.79,Outlet
Sports Direct,1128299,13-04-2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40,111,444,186.48,Outlet
Sports Direct,1128299,13-04-2021,Southeast,Georgia,Atlanta,Women's Street Footwear,36,113,406.8,150.52,Outlet
Sports Direct,1128299,13-04-2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40,96,384,172.8,Outlet
Sports Direct,1128299,13-04-2021,Southeast,Georgia,Atlanta,Men's Apparel,38,56,212.8,89.38,Outlet
Sports Direct,1128299,13-04-2021,Southeast,Georgia,Atlanta,Women's Apparel,56,112,627.2,175.62,Outlet
Sports Direct,1128299,14-05-2021,Southeast,Georgia,Atlanta,Men's Street Footwear,37,187,691.9,318.27,Outlet
Sports Direct,1128299,14-05-2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,36,136,489.6,220.32,Outlet
Sports Direct,1128299,14-05-2021,Southeast,Georgia,Atlanta,Women's Street Footwear,40,145,580,226.2,Outlet
Sports Direct,1128299,14-05-2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,34,114,387.6,166.67,Outlet
Sports Direct,1128299,14-05-2021,Southeast,Georgia,Atlanta,Men's Apparel,39,74,288.6,121.21,Outlet
Sports Direct,1128299,14-05-2021,Southeast,Georgia,Atlanta,Women's Apparel,53,124,657.2,203.73,Outlet
Sports Direct,1128299,13-06-2021,Southeast,Georgia,Atlanta,Men's Street Footwear,35,203,710.5,305.52,Outlet
Sports Direct,1128299,13-06-2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,41,163,668.3,294.05,Outlet
Sports Direct,1128299,13-06-2021,Southeast,Georgia,Atlanta,Women's Street Footwear,39,158,616.2,234.16,Outlet
Sports Direct,1128299,13-06-2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,33,132,435.6,187.31,Outlet
Sports Direct,1128299,13-06-2021,Southeast,Georgia,Atlanta,Men's Apparel,42,94,394.8,153.97,Outlet
Sports Direct,1128299,13-06-2021,Southeast,Georgia,Atlanta,Women's Apparel,53,190,1007,322.24,Outlet
Sports Direct,1128299,12-07-2021,Southeast,Georgia,Atlanta,Men's Street Footwear,37,218,806.6,371.04,Outlet
Sports Direct,1128299,12-07-2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,37,173,640.1,294.45,Outlet
Sports Direct,1128299,12-07-2021,Southeast,Georgia,Atlanta,Women's Street Footwear,41,184,754.4,309.3,Outlet
Sports Direct,1128299,12-07-2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,39,128,499.2,224.64,Outlet
Sports Direct,1128299,12-07-2021,Southeast,Georgia,Atlanta,Men's Apparel,39,162,631.8,240.08,Outlet
Sports Direct,1128299,12-07-2021,Southeast,Georgia,Atlanta,Women's Apparel,51,157,800.7,232.2,Outlet
Sports Direct,1128299,13-08-2021,Southeast,Georgia,Atlanta,Men's Street Footwear,39,209,815.1,374.95,Outlet
Sports Direct,1128299,13-08-2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,44,200,880,369.6,Outlet
Sports Direct,1128299,13-08-2021,Southeast,Georgia,Atlanta,Women's Street Footwear,42,150,630,264.6,Outlet
Sports Direct,1128299,13-08-2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,42,149,625.8,281.61,Outlet
Sports Direct,1128299,13-08-2021,Southeast,Georgia,Atlanta,Men's Apparel,51,140,714,278.46,Outlet
Sports Direct,1128299,13-08-2021,Southeast,Georgia,Atlanta,Women's Apparel,50,128,640,185.6,Outlet
Sports Direct,1128299,14-09-2021,Southeast,Georgia,Atlanta,Men's Street Footwear,31,204,632.4,290.9,Outlet
Sports Direct,1128299,14-09-2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,38,198,752.4,331.06,Outlet
Sports Direct,1128299,14-09-2021,Southeast,Georgia,Atlanta,Women's Street Footwear,32,135,432,159.84,Outlet
Sports Direct,1128299,14-09-2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,35,120,420,193.2,Outlet
Sports Direct,1128299,14-09-2021,Southeast,Georgia,Atlanta,Men's Apparel,36,132,475.2,175.82,Outlet
Sports Direct,1128299,14-09-2021,Southeast,Georgia,Atlanta,Women's Apparel,46,135,621,186.3,Outlet
Sports Direct,1128299,13-10-2021,Southeast,Georgia,Atlanta,Men's Street Footwear,34,173,588.2,270.57,Outlet
Sports Direct,1128299,13-10-2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,34,173,588.2,247.04,Outlet
Sports Direct,1128299,13-10-2021,Southeast,Georgia,Atlanta,Women's Street Footwear,32,123,393.6,149.57,Outlet
Sports Direct,1128299,13-10-2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,32,114,364.8,160.51,Outlet
Sports Direct,1128299,13-10-2021,Southeast,Georgia,Atlanta,Men's Apparel,41,102,418.2,167.28,Outlet
Sports Direct,1128299,13-10-2021,Southeast,Georgia,Atlanta,Women's Apparel,46,109,501.4,155.43,Outlet
Sports Direct,1128299,13-11-2021,Southeast,Georgia,Atlanta,Men's Street Footwear,36,173,622.8,261.58,Outlet
Sports Direct,1128299,13-11-2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40,184,736,323.84,Outlet
